"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","gene_set","database"
"GO:0010171","body morphogenesis",49,0.455239222661026,1.7198773039301,0.00313420769325492,0.0247730661790392,0.0193098244878554,6388,"tags=61%, list=35%, signal=40%","1277/84159/23528/5781/6497/4487/4313/50937/29123/23332/23122/5083/83690/51176/1605/64220/7040/64651/83716/90102/22943/5156/10159/642658/144165/7043/444/8481/55764/25836","tumor_vs_healthy","GO_BP_ranked"
"GO:0002228","natural killer cell mediated immunity",83,-0.421155920300618,-1.65454495397186,0.00314484107777009,0.0248253674351174,0.0193505916689571,3078,"tags=30%, list=17%, signal=25%","10125/4818/8807/10870/55207/9437/259197/5291/57823/3823/3805/3824/127544/3821/10225/1054/117157/3820/2671/3965/1398/3606/634/5873/11126","tumor_vs_healthy","GO_BP_ranked"
"GO:0060623","regulation of chromosome condensation",11,0.713688299332531,1.8124039226216,0.00315938432726838,0.0248766299705043,0.0193905492000099,4391,"tags=73%, list=24%, signal=55%","9031/23310/10051/9918/64151/10592/8467/29781","tumor_vs_healthy","GO_BP_ranked"
"GO:0010717","regulation of epithelial to mesenchymal transition",104,0.362672789178387,1.55584091350573,0.00315700846417526,0.0248766299705043,0.0193905492000099,4127,"tags=44%, list=22%, signal=35%","10459/1277/23028/183/3170/10252/652/6615/7291/114990/80139/28984/2022/2932/283149/90/3066/10630/348262/655/10253/3553/8313/2146/80204/3569/26585/7048/2296/7041/84148/25937/10979/23332/5747/23122/6423/1499/200558/4017/7046/51176/7422/1605/4192/1601","tumor_vs_healthy","GO_BP_ranked"
"GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response",56,0.42803233981844,1.62958846344154,0.00321137090500962,0.0252368686279768,0.0196713438823985,3933,"tags=43%, list=21%, signal=34%","10459/2956/22976/3329/121260/9025/118460/9156/55183/7158/4436/79915/51010/4683/2067/7374/6830/7292/9466/149840/10538/200558/604/958","tumor_vs_healthy","GO_BP_ranked"
"GO:0016032","viral process",391,0.267569623931167,1.35225033767285,0.00321330134447787,0.0252368686279768,0.0196713438823985,4085,"tags=32%, list=22%, signal=25%","8692/10410/9076/6483/54606/3326/6597/8662/10155/6741/51114/5886/975/23367/5901/3609/8519/10581/6510/3673/3725/6520/26986/7841/23076/5987/23435/3576/5629/64710/5610/6541/9712/1969/51495/7153/7415/6733/1655/3949/3678/55254/9023/7023/79581/3146/22954/3482/57169/4734/27074/2932/8664/23476/5479/83666/6780/3383/1104/4628/50855/10605/3839/821/8815/1660/10465/983/9972/3688/636/2332/867/7405/7301/8666/4864/8562/8661/1642/81603/4940/5702/29801/1604/6895/949/7913/4179/90678/91392/5817/6732/7852/23601/51193/7155/2530/440275/253832/3693/904/63901/6482/81607/3916/684/4774/55741/201626/156/6348/5034/858/51176/3956/7538/3356/1656/7293/1605/103/1508/5978/85363","tumor_vs_healthy","GO_BP_ranked"
"GO:0006826","iron ion transport",54,-0.457510832243633,-1.64088655969263,0.003252687223883,0.0254724876369945,0.0198550014755786,1729,"tags=20%, list=9%, signal=19%","57192/10424/567/255231/387849/286133/2495/1785/94081/55640/84102","tumor_vs_healthy","GO_BP_ranked"
"GO:0031113","regulation of microtubule polymerization",61,0.423719795077637,1.62821333190093,0.00325566497868074,0.0254724876369945,0.0198550014755786,3563,"tags=41%, list=19%, signal=33%","9793/157922/23354/54801/1003/22919/55755/6904/3925/55559/23271/4233/6188/29922/55142/220134/84722/8851/6249/23332/23122/4131/79441/4204/4733","tumor_vs_healthy","GO_BP_ranked"
"GO:0046879","hormone secretion",313,-0.298664791728102,-1.40570023882657,0.00325120004915886,0.0254724876369945,0.0198550014755786,3887,"tags=31%, list=21%, signal=25%","7074/5071/5208/8425/4544/7849/640/3741/2865/1956/29850/8938/4825/818/18/7200/846/4824/706/7110/5798/83795/2692/139760/3623/131177/8398/8111/6422/2308/1906/80223/2864/6616/63036/6934/57555/27433/222546/114131/6571/27445/338557/6814/5861/54795/5864/8773/54097/84417/64855/55088/1268/1946/51167/6928/4089/1393/5579/5894/5106/5211/286676/25874/130399/6352/2852/51548/55512/51714/150/6566/80024/654/2746/8723/65220/5468/388581/8673/2281/3033/572/4760/1374/2150/94121/90550/406/1113/9854/9971/6717/2641/1908/2767/5028","tumor_vs_healthy","GO_BP_ranked"
"GO:0071276","cellular response to cadmium ion",24,-0.596140556825058,-1.77996165332504,0.00326868226482845,0.0255420038924206,0.0199091872062277,2192,"tags=42%, list=12%, signal=37%","4490/326343/4502/4501/4495/4493/4494/4496/4499/3162","tumor_vs_healthy","GO_BP_ranked"
"GO:0032411","positive regulation of transporter activity",69,-0.422673632916284,-1.59846947387536,0.00327547312387517,0.025562751740748,0.0199253595002348,3241,"tags=30%, list=18%, signal=25%","9465/1906/57158/481/482/729230/6446/4878/6324/287/10062/389816/9001/1520/6786/6256/483/5580/288/10110/11261","tumor_vs_healthy","GO_BP_ranked"
"GO:0120178","steroid hormone biosynthetic process",43,-0.498831696866669,-1.70529792625894,0.00328573897551965,0.0256105329226822,0.0199626034259686,3408,"tags=40%, list=18%, signal=32%","706/2488/3972/7923/3292/3293/2908/1609/650/654/3284/653/6342/51170/441282/3294/79154","tumor_vs_healthy","GO_BP_ranked"
"GO:0009209","pyrimidine ribonucleoside triphosphate biosynthetic process",11,0.712677298486789,1.80983649661741,0.00331073031197498,0.0257728262699211,0.020089105976282,2393,"tags=55%, list=13%, signal=48%","790/1503/56474/4833/54963/29922","tumor_vs_healthy","GO_BP_ranked"
"GO:0050655","dermatan sulfate proteoglycan metabolic process",13,0.674390430139674,1.77025917495169,0.00331599174004246,0.0257813143964811,0.0200957222034748,3864,"tags=54%, list=21%, signal=43%","126792/113189/55454/55790/55501/26229/29940","tumor_vs_healthy","GO_BP_ranked"
"GO:0070525","tRNA threonylcarbamoyladenosine metabolic process",17,0.644017868290598,1.84765412256968,0.00335207002072377,0.0259791079674,0.0202498960595356,2213,"tags=59%, list=12%, signal=52%","80324/51654/84881/79828/79693/57570/54931/112858/54802/3028","tumor_vs_healthy","GO_BP_ranked"
"GO:0006760","folic acid-containing compound metabolic process",22,0.574109267285142,1.79773587386162,0.00334844449363342,0.0259791079674,0.0202498960595356,886,"tags=32%, list=5%, signal=30%","471/6472/10797/81034/2356/4522/60496","tumor_vs_healthy","GO_BP_ranked"
"GO:0015833","peptide transport",275,-0.309223859773062,-1.43565127835942,0.00335404111923398,0.0259791079674,0.0202498960595356,3287,"tags=27%, list=18%, signal=22%","5798/83795/2692/139760/131177/8398/8111/6422/2308/1906/64747/2864/6616/63036/6934/57555/27433/222546/114131/27445/338557/6814/5861/1015/54795/5864/54097/84417/10332/55088/1268/1946/51167/6928/1393/5579/5894/5106/5211/286676/25874/130399/6352/4257/2852/51548/55512/51714/150/6566/80024/2746/65220/388581/2281/3033/572/4760/1374/2150/94121/90550/760/9368/406/1113/9854/9971/6717/2641/1908/80157/2767","tumor_vs_healthy","GO_BP_ranked"
