gene_symbol,reference_model,adjusted_model,unadjusted_log2fc,adjusted_log2fc,effect_difference,unadjusted_fdr,adjusted_fdr,effect_direction_agreement,reference_significant,adjusted_significant,significance_retained,lost_significance,gained_significance,changed_direction
S1PR1,U0_unadjusted,U1_age_sex_adjusted,1.40892139436223,1.41844959544725,0.00952820108501995,6.3685703026988604e-24,1.06915911868914e-21,True,True,True,True,False,False,False
ZFPM2,U0_unadjusted,U1_age_sex_adjusted,1.27692301662614,1.2066119708593,-0.07031104576684011,7.4974435743554e-24,8.045508476244501e-20,True,True,True,True,False,False,False
FAM107A,U0_unadjusted,U1_age_sex_adjusted,1.04390325588548,1.05720439650925,0.01330114062376997,1.29277079528815e-23,1.1377228365947e-21,True,True,True,True,False,False,False
CAT,U0_unadjusted,U1_age_sex_adjusted,-0.743342063869434,-0.771676272203527,-0.028334208334092947,1.29277079528815e-23,3.3747763471427597e-22,True,True,True,True,False,False,False
ETFA,U0_unadjusted,U1_age_sex_adjusted,-0.734203401396483,-0.734842316472304,-0.0006389150758210338,1.37706605338041e-23,4.946245564629101e-21,True,True,True,True,False,False,False
TSC22D3,U0_unadjusted,U1_age_sex_adjusted,1.99510309141105,1.9373302067531,-0.05777288465794994,1.55469104839088e-23,2.1274158708213502e-20,True,True,True,True,False,False,False
SAR1B,U0_unadjusted,U1_age_sex_adjusted,-0.785356477897745,-0.761821850799668,0.023534627098076966,1.55469104839088e-23,4.4960024231594204e-20,True,True,True,True,False,False,False
L1CAM,U0_unadjusted,U1_age_sex_adjusted,0.933805531931589,0.898136255414524,-0.035669276517064974,1.7556580101621202e-23,6.383635648658071e-20,True,True,True,True,False,False,False
USP13,U0_unadjusted,U1_age_sex_adjusted,0.934259110858018,0.956321467446954,0.02206235658893596,2.07142318709784e-23,1.62873086675174e-21,True,True,True,True,False,False,False
SELENOT,U0_unadjusted,U1_age_sex_adjusted,-0.478382843423131,-0.477245888353637,0.0011369550694939612,2.10615389530626e-23,1.1775626134580301e-20,True,False,False,False,False,False,False
TNS2,U0_unadjusted,U1_age_sex_adjusted,1.34491838586436,1.31844410822434,-0.026474277640019972,2.47725195584402e-23,3.655080792625e-20,True,True,True,True,False,False,False
SHISA3,U0_unadjusted,U1_age_sex_adjusted,1.42990821161202,1.39100630894775,-0.03890190266427007,3.39871290162605e-23,7.47123847955535e-20,True,True,True,True,False,False,False
DPY30,U0_unadjusted,U1_age_sex_adjusted,-0.494485248837732,-0.498091014520944,-0.0036057656832120255,3.76273708651833e-23,9.91780936352581e-21,True,False,False,False,False,False,False
SMUG1,U0_unadjusted,U1_age_sex_adjusted,-0.478329526957277,-0.474412840957154,0.00391668600012296,3.8595575245378e-23,2.9516701435314203e-20,True,False,False,False,False,False,False
HEY2,U0_unadjusted,U1_age_sex_adjusted,0.698412806189339,0.66936007575462,-0.02905273043471901,4.2998909457295605e-23,1.97144273596982e-19,True,True,True,True,False,False,False
SMIM20,U0_unadjusted,U1_age_sex_adjusted,-0.541223739970621,-0.54853170067991,-0.007307960709288963,5.08913207255879e-23,8.69600040251657e-21,True,True,True,True,False,False,False
RGS2,U0_unadjusted,U1_age_sex_adjusted,1.86808504687589,1.80788070385138,-0.060204343024510054,5.51584402424557e-23,1.57486031522701e-19,True,True,True,True,False,False,False
LAMC1,U0_unadjusted,U1_age_sex_adjusted,1.30549890202578,1.26534546975498,-0.04015343227079993,5.85188629519238e-23,1.24301597843569e-19,True,True,True,True,False,False,False
SOD3,U0_unadjusted,U1_age_sex_adjusted,0.938730144542813,0.95728706159775,0.018556917054937005,6.351643385665691e-23,6.61224492985137e-21,True,True,True,True,False,False,False
FN1,U0_unadjusted,U1_age_sex_adjusted,2.93237627743459,2.92797019250256,-0.004406084932030208,7.2284429635707e-23,2.95625500028115e-20,True,True,True,True,False,False,False
CHCHD1,U0_unadjusted,U1_age_sex_adjusted,-0.467418145806204,-0.438584238239549,0.028833907566654993,7.4388835358059e-23,5.64477352185809e-19,True,False,False,False,False,False,False
PLPP3,U0_unadjusted,U1_age_sex_adjusted,1.02201040861987,1.00763149588142,-0.014378912738449934,8.10777504002364e-23,5.52269508039891e-20,True,True,True,True,False,False,False
KHNYN,U0_unadjusted,U1_age_sex_adjusted,-0.75954421481429,-0.741201380195255,0.018342834619034964,8.545870338150621e-23,1.49108502718515e-19,True,True,True,True,False,False,False
TMX1,U0_unadjusted,U1_age_sex_adjusted,-0.548045143739205,-0.526216959994687,0.021828183744518004,8.69016911080608e-23,3.51536779476985e-19,True,True,True,True,False,False,False
GRAMD1C,U0_unadjusted,U1_age_sex_adjusted,-0.975811518884458,-0.924127700518002,0.05168381836645608,9.805502814822091e-23,2.97244947816839e-19,True,True,True,True,False,False,False
PALS1,U0_unadjusted,U1_age_sex_adjusted,-0.818926694236522,-0.820255065152891,-0.0013283709163690594,1.0442920870791699e-22,2.76065435435238e-20,True,True,True,True,False,False,False
SLMAP,U0_unadjusted,U1_age_sex_adjusted,0.843857929105197,0.840606227835467,-0.0032517012697299563,1.09146590661683e-22,4.12411550748732e-20,True,True,True,True,False,False,False
SMIM19,U0_unadjusted,U1_age_sex_adjusted,-0.551987655166063,-0.58992150078061,-0.037933845614547046,1.1602458316118898e-22,1.62552201418043e-22,True,True,True,True,False,False,False
CD93,U0_unadjusted,U1_age_sex_adjusted,1.39830024651855,1.40816544324381,0.009865196725260095,1.24489380824598e-22,1.63297761079566e-20,True,True,True,True,False,False,False
DMAC2L,U0_unadjusted,U1_age_sex_adjusted,-0.586148258144615,-0.560277237118706,0.02587102102590899,1.26681764296646e-22,5.3821132929962e-19,True,True,True,True,False,False,False
ACKR3,U0_unadjusted,U1_age_sex_adjusted,1.36364693053203,1.32480499398229,-0.03884193654974011,1.48784847691537e-22,1.48685894297694e-19,True,True,True,True,False,False,False
SRP19,U0_unadjusted,U1_age_sex_adjusted,0.638667150515115,0.62918136277535,-0.00948578773976505,1.48784847691537e-22,1.30623116653613e-19,True,True,True,True,False,False,False
CLDN5,U0_unadjusted,U1_age_sex_adjusted,1.33347669428405,1.34068707506366,0.007210380779610004,1.6127062163221499e-22,2.4073931028091702e-20,True,True,True,True,False,False,False
CSRP2,U0_unadjusted,U1_age_sex_adjusted,1.10998491226273,1.11250027739454,0.0025153651318099435,1.73149286906947e-22,4.5388149970494505e-20,True,True,True,True,False,False,False
IFT20,U0_unadjusted,U1_age_sex_adjusted,-0.434275901900089,-0.423541539290178,0.010734362609911008,1.76256157972027e-22,2.48559681758474e-19,True,False,False,False,False,False,False
ARMC10,U0_unadjusted,U1_age_sex_adjusted,-0.566692583653132,-0.564008852108037,0.002683731545095047,1.9089576942208199e-22,9.015988506385311e-20,True,True,True,True,False,False,False
COQ5,U0_unadjusted,U1_age_sex_adjusted,-0.621789844524977,-0.595230726052134,0.02655911847284298,1.99868974063823e-22,7.775316719663761e-19,True,True,True,True,False,False,False
ASAP1,U0_unadjusted,U1_age_sex_adjusted,0.700600124514033,0.665739893602327,-0.03486023091170598,2.08996591962419e-22,1.00309606167e-18,True,True,True,True,False,False,False
CSRNP1,U0_unadjusted,U1_age_sex_adjusted,0.936019836476369,0.894622580598616,-0.041397255877753,2.18791108291065e-22,7.362644417890281e-19,True,True,True,True,False,False,False
C18orf21,U0_unadjusted,U1_age_sex_adjusted,-0.404257919467623,-0.398807087439389,0.005450832028234043,2.36229581872679e-22,2.0543868273217702e-19,True,False,False,False,False,False,False
PXDN,U0_unadjusted,U1_age_sex_adjusted,1.26199196179901,1.24868078423415,-0.01331117756486,2.39967122537199e-22,1.53489355245395e-19,True,True,True,True,False,False,False
PRIMA1,U0_unadjusted,U1_age_sex_adjusted,1.12934879923145,1.08392900427705,-0.04541979495439996,2.69025930205831e-22,1.00221808905217e-18,True,True,True,True,False,False,False
HIGD2A,U0_unadjusted,U1_age_sex_adjusted,-0.491091110854638,-0.497210388041189,-0.006119277186550975,4.1435403330768197e-22,5.33833799067769e-20,True,False,False,False,False,False,False
ATP5MK,U0_unadjusted,U1_age_sex_adjusted,-0.321519377775705,-0.304246023345778,0.017273354429927,4.2223660091095098e-22,2.05490213420916e-18,True,False,False,False,False,False,False
MKRN1,U0_unadjusted,U1_age_sex_adjusted,-0.579064714114203,-0.572436576479144,0.006628137635058984,4.24964097818105e-22,3.14376250075142e-19,True,True,True,True,False,False,False
PRELP,U0_unadjusted,U1_age_sex_adjusted,1.77466343296693,1.70859204942327,-0.06607138354365993,4.31717022854344e-22,1.3051143058818899e-18,True,True,True,True,False,False,False
SF3B6,U0_unadjusted,U1_age_sex_adjusted,-0.383647908374934,-0.372576897003322,0.011071011371611983,6.313905101969829e-22,9.75910069688149e-19,True,False,False,False,False,False,False
UQCR11,U0_unadjusted,U1_age_sex_adjusted,-0.338996507654627,-0.323298185047366,0.015698322607261006,7.166870106161979e-22,3.1616885461465697e-18,True,False,False,False,False,False,False
POLR1D,U0_unadjusted,U1_age_sex_adjusted,-0.454194080920981,-0.451338910002046,0.0028551709189350016,8.08976619578907e-22,3.77715167203747e-19,True,False,False,False,False,False,False
THADA,U0_unadjusted,U1_age_sex_adjusted,0.312987599219961,0.312613248103838,-0.0003743511161229951,8.49094011481984e-22,1.81694007563901e-19,True,False,False,False,False,False,False
ANGPTL2,U0_unadjusted,U1_age_sex_adjusted,1.76325470156273,1.67761641546587,-0.08563828609686008,8.53752209366331e-22,3.84007046662987e-18,True,True,True,True,False,False,False
C16orf89,U0_unadjusted,U1_age_sex_adjusted,1.18366867606932,1.19102372194763,0.00735504587831004,8.63920409141017e-22,1.97144273596982e-19,True,True,True,True,False,False,False
CAVIN2,U0_unadjusted,U1_age_sex_adjusted,2.12629018521835,2.06448087661521,-0.061809308603140156,1.03238657887469e-21,1.81534212677515e-18,True,True,True,True,False,False,False
COMMD8,U0_unadjusted,U1_age_sex_adjusted,-0.474311048216528,-0.466339436880997,0.007971611335530981,1.0485019774229901e-21,9.64210902719976e-19,True,False,False,False,False,False,False
TPRKB,U0_unadjusted,U1_age_sex_adjusted,-0.646724524084782,-0.625707697289011,0.021016826795770993,1.21698699968481e-21,1.79993592660492e-18,True,True,True,True,False,False,False
SNX24,U0_unadjusted,U1_age_sex_adjusted,-0.669237102458346,-0.681520106133837,-0.012283003675490956,1.21698699968481e-21,1.1545180587901e-19,True,True,True,True,False,False,False
EWSR1,U0_unadjusted,U1_age_sex_adjusted,0.438604318737416,0.426645674017035,-0.011958644720380995,1.21748862520968e-21,1.46820270009672e-18,True,False,False,False,False,False,False
EIF5B,U0_unadjusted,U1_age_sex_adjusted,0.580451959329621,0.591274024633224,0.010822065303602968,1.35839772661402e-21,1.13777829543612e-19,True,True,True,True,False,False,False
TPST1,U0_unadjusted,U1_age_sex_adjusted,1.12579165160142,1.09431427035494,-0.03147738124647992,1.35839772661402e-21,1.80259963909246e-18,True,True,True,True,False,False,False
JUNB,U0_unadjusted,U1_age_sex_adjusted,1.08002727232783,0.988592261602341,-0.09143501072548887,1.35839772661402e-21,1.83836618276686e-17,True,True,True,True,False,False,False
FUS,U0_unadjusted,U1_age_sex_adjusted,0.413619691714419,0.412090338635271,-0.001529353079147977,1.35839772661402e-21,5.68314314978697e-19,True,False,False,False,False,False,False
CISD1,U0_unadjusted,U1_age_sex_adjusted,-0.593926163098156,-0.594665285126284,-0.0007391220281279809,1.39307364612642e-21,4.2850885537494303e-19,True,True,True,True,False,False,False
PECR,U0_unadjusted,U1_age_sex_adjusted,-0.685945743142736,-0.693359457801098,-0.007413714658361936,1.45667097290293e-21,2.36223951738042e-19,True,True,True,True,False,False,False
NAV1,U0_unadjusted,U1_age_sex_adjusted,0.611431878528987,0.575116671987762,-0.036315206541225,1.88873811321337e-21,1.17655784777658e-17,True,True,True,True,False,False,False
FSTL1,U0_unadjusted,U1_age_sex_adjusted,0.986573434335356,0.947742213898952,-0.03883122043640408,1.88873811321337e-21,3.9322288365867095e-18,True,True,True,True,False,False,False
RASIP1,U0_unadjusted,U1_age_sex_adjusted,0.95752800422012,0.912811089849062,-0.04471691437105796,2.0806774714887702e-21,6.25503575304532e-18,True,True,True,True,False,False,False
OLFM1,U0_unadjusted,U1_age_sex_adjusted,0.926980181684807,0.893101488205707,-0.0338786934791,2.18797020465693e-21,5.3520180930297096e-18,True,True,True,True,False,False,False
RPE,U0_unadjusted,U1_age_sex_adjusted,-0.541400196666382,-0.542204001361101,-0.0008038046947190791,2.22583115711084e-21,6.48858200852544e-19,True,True,True,True,False,False,False
NAV2,U0_unadjusted,U1_age_sex_adjusted,0.86778618206123,0.860125298868315,-0.0076608831929150245,2.6153468263596602e-21,1.0383891698218199e-18,True,True,True,True,False,False,False
RCAN2,U0_unadjusted,U1_age_sex_adjusted,1.08525906621413,1.13175620195505,0.04649713574092007,2.67042725048007e-21,2.1274158708213502e-20,True,True,True,True,False,False,False
SPINK2,U0_unadjusted,U1_age_sex_adjusted,-1.58195215533971,-1.55687703462129,0.025075120718420107,2.70069972789158e-21,1.4757993981234e-18,True,True,True,True,False,False,False
TMEM47,U0_unadjusted,U1_age_sex_adjusted,1.44005649856209,1.40191206455093,-0.03814443401116008,2.92529626555841e-21,3.73033552907295e-18,True,True,True,True,False,False,False
THSD7A,U0_unadjusted,U1_age_sex_adjusted,1.36621365292339,1.32825098424476,-0.03796266867862985,3.03498079832632e-21,4.58217893452754e-18,True,True,True,True,False,False,False
RNFT1,U0_unadjusted,U1_age_sex_adjusted,-0.714837501665571,-0.683825888487148,0.031011613178423048,3.2549990737547602e-21,1.0379770302757201e-17,True,True,True,True,False,False,False
GREM2,U0_unadjusted,U1_age_sex_adjusted,1.68860002874088,1.71821070510468,0.029610676363799993,3.27915085035584e-21,2.98134631995033e-19,True,True,True,True,False,False,False
CPOX,U0_unadjusted,U1_age_sex_adjusted,-0.681417434710718,-0.683557924444148,-0.002140489733429951,3.40281152438251e-21,8.59138517783452e-19,True,True,True,True,False,False,False
SCG2,U0_unadjusted,U1_age_sex_adjusted,1.95695522079285,1.97080361438373,0.01384839359087997,3.41244082913604e-21,6.73848509896985e-19,True,True,True,True,False,False,False
AP5M1,U0_unadjusted,U1_age_sex_adjusted,-0.716998822012758,-0.684682794271496,0.032316027741261966,3.69754155112854e-21,1.20983610968465e-17,True,True,True,True,False,False,False
SLC25A46,U0_unadjusted,U1_age_sex_adjusted,-0.607371351816841,-0.633716373710784,-0.026345021893943055,3.79041351569121e-21,5.43364925101046e-20,True,True,True,True,False,False,False
ACOT13,U0_unadjusted,U1_age_sex_adjusted,-0.680877856608328,-0.666729163125519,0.014148693482809005,3.79041351569121e-21,1.82902918099074e-18,True,True,True,True,False,False,False
SSPN,U0_unadjusted,U1_age_sex_adjusted,1.318001177952,1.28115334786766,-0.036847830084340005,4.00829172610424e-21,5.9547568848896196e-18,True,True,True,True,False,False,False
CNIH4,U0_unadjusted,U1_age_sex_adjusted,-0.637088234492028,-0.622982398060307,0.01410583643172103,4.00829172610424e-21,4.47143260671967e-18,True,True,True,True,False,False,False
TMEM19,U0_unadjusted,U1_age_sex_adjusted,-0.640664257245361,-0.642283248397995,-0.001618991152633975,4.0448836570297e-21,1.04646530840292e-18,True,True,True,True,False,False,False
SERPINA3,U0_unadjusted,U1_age_sex_adjusted,1.53750795832229,1.46924634915261,-0.06826160916967994,4.38846292245641e-21,1.16348747906341e-17,True,True,True,True,False,False,False
COL16A1,U0_unadjusted,U1_age_sex_adjusted,0.915310355356872,0.880148599042709,-0.03516175631416296,4.40316623478395e-21,9.85613621803693e-18,True,True,True,True,False,False,False
RPS15A,U0_unadjusted,U1_age_sex_adjusted,-0.567701048851392,-0.553286102175938,0.014414946675454066,4.41125096039903e-21,4.9578485453546e-18,True,True,True,True,False,False,False
NR4A1,U0_unadjusted,U1_age_sex_adjusted,1.72728907069901,1.60032274156194,-0.12696632913706996,4.8849378212558e-21,4.4766145896057404e-17,True,True,True,True,False,False,False
CCR3,U0_unadjusted,U1_age_sex_adjusted,-0.485826742354859,-0.514269731392319,-0.02844298903746001,5.70626135341169e-21,2.0847085667507302e-20,True,False,True,False,False,True,False
MB,U0_unadjusted,U1_age_sex_adjusted,-1.32575343445846,-1.3954726100619,-0.06971917560343988,5.99228729525345e-21,3.4577771456256004e-20,True,True,True,True,False,False,False
ABITRAM,U0_unadjusted,U1_age_sex_adjusted,-0.405263204829713,-0.401047791581388,0.004215413248325028,6.16188341464678e-21,1.98975892373832e-18,True,False,False,False,False,False,False
IGFBP5,U0_unadjusted,U1_age_sex_adjusted,1.74793208550382,1.67805605525934,-0.06987603024448008,6.3855357439997204e-21,1.43638429534135e-17,True,True,True,True,False,False,False
ANKRD50,U0_unadjusted,U1_age_sex_adjusted,0.677502001262535,0.665533372342867,-0.01196862891966799,6.61688538844511e-21,4.61171395274076e-18,True,True,True,True,False,False,False
MXRA5,U0_unadjusted,U1_age_sex_adjusted,1.15693179793774,1.22118554375782,0.06425374582008003,6.72908914731027e-21,3.38418001462722e-20,True,True,True,True,False,False,False
MRPS33,U0_unadjusted,U1_age_sex_adjusted,-0.476001083041429,-0.443432845530977,0.032568237510452014,6.7703731158420604e-21,4.98162529165862e-17,True,False,False,False,False,False,False
EGLN1,U0_unadjusted,U1_age_sex_adjusted,-0.699146769295084,-0.674442729431265,0.024704039863818972,6.87177838416522e-21,1.3906615854304e-17,True,True,True,True,False,False,False
XK,U0_unadjusted,U1_age_sex_adjusted,-0.680850113858207,-0.669441791079813,0.011408322778393987,7.362628332476481e-21,5.8341134365637896e-18,True,True,True,True,False,False,False
UEVLD,U0_unadjusted,U1_age_sex_adjusted,-0.72852001809847,-0.719623713173302,0.00889630492516802,8.37604519115731e-21,4.94464742484946e-18,True,True,True,True,False,False,False
MPC2,U0_unadjusted,U1_age_sex_adjusted,-0.67489010875155,-0.64239840725582,0.03249170149573,9.0203139098047e-21,2.92520913744499e-17,True,True,True,True,False,False,False
ACADM,U0_unadjusted,U1_age_sex_adjusted,-0.868044129674269,-0.81563917179494,0.05240495787932897,9.13585718790383e-21,3.31778611809099e-17,True,True,True,True,False,False,False
PRRC2C,U0_unadjusted,U1_age_sex_adjusted,0.597071182518556,0.628622573981134,0.031551391462578016,9.79031465968867e-21,5.72691882396254e-20,True,True,True,True,False,False,False
LRRN4CL,U0_unadjusted,U1_age_sex_adjusted,1.21858018819463,1.15191691995742,-0.06666326823721014,1.03303766744472e-20,4.1916261324692204e-17,True,True,True,True,False,False,False
ZFAND6,U0_unadjusted,U1_age_sex_adjusted,-0.679727060701536,-0.668044215825885,0.011682844875650966,1.13324960134961e-20,7.479793509040619e-18,True,True,True,True,False,False,False
TMEM167A,U0_unadjusted,U1_age_sex_adjusted,-0.438421786946531,-0.415919294312516,0.022502492634014992,1.1837128459710501e-20,4.4807380755663504e-17,True,False,False,False,False,False,False
TRIM13,U0_unadjusted,U1_age_sex_adjusted,-0.652402905554694,-0.646398471878425,0.0060044336762690165,1.1837128459710501e-20,5.79487698348178e-18,True,True,True,True,False,False,False
CRYL1,U0_unadjusted,U1_age_sex_adjusted,-0.952073015036008,-0.981244644915357,-0.02917162987934896,1.21376463620709e-20,3.1198162960124604e-19,True,True,True,True,False,False,False
