gene_symbol,reference_model,adjusted_model,unadjusted_log2fc,adjusted_log2fc,effect_difference,unadjusted_fdr,adjusted_fdr,effect_direction_agreement,reference_significant,adjusted_significant,significance_retained,lost_significance,gained_significance,changed_direction
PLEKHA1,U0_unadjusted,U2_age_sex_location_adjusted,-0.261061089273823,-0.247959417605172,0.013101671668650977,1.23885567090635e-09,1.23328674747751e-07,True,False,False,False,False,False,False
COX5B,U0_unadjusted,U2_age_sex_location_adjusted,-0.209993277120858,-0.203828757699416,0.006164519421442,1.23885567090635e-09,4.88032110414403e-08,True,False,False,False,False,False,False
ZNF630,U0_unadjusted,U2_age_sex_location_adjusted,-0.294196706258852,-0.278536825596112,0.015659880662740044,1.2434820118255502e-09,1.16313725486113e-07,True,False,False,False,False,False,False
ITGB1,U0_unadjusted,U2_age_sex_location_adjusted,0.423999495884566,0.379447993937372,-0.04455150194719398,1.2504678325866e-09,3.67326239087027e-07,True,False,False,False,False,False,False
IRS1,U0_unadjusted,U2_age_sex_location_adjusted,0.89737952981003,0.814391854946707,-0.08298767486332304,1.25994845812204e-09,1.83017944287372e-08,True,True,True,True,False,False,False
PDK3,U0_unadjusted,U2_age_sex_location_adjusted,-0.570748483705161,-0.5120261274607,0.05872235624446098,1.26798237879686e-09,5.12666156833417e-08,True,True,True,True,False,False,False
MYNN,U0_unadjusted,U2_age_sex_location_adjusted,-0.354362676126953,-0.344377713091607,0.009984963035346017,1.2688573341816701e-09,4.09801304480018e-08,True,False,False,False,False,False,False
UGDH,U0_unadjusted,U2_age_sex_location_adjusted,-0.624967598479666,-0.534795630690999,0.09017196778866698,1.2688573341816701e-09,5.69862195693498e-07,True,True,True,True,False,False,False
KIAA0232,U0_unadjusted,U2_age_sex_location_adjusted,0.384153454670775,0.341017633389079,-0.04313582128169602,1.27711931488487e-09,4.61168711850375e-07,True,False,False,False,False,False,False
SMARCA4,U0_unadjusted,U2_age_sex_location_adjusted,0.286946383856129,0.26451957608921,-0.022426807766918966,1.2969448440162602e-09,1.48700526651471e-07,True,False,False,False,False,False,False
SLC9A3,U0_unadjusted,U2_age_sex_location_adjusted,-0.768203748133669,-0.641425978227025,0.12677776990664402,1.29916342918974e-09,1.05160957289385e-07,True,True,True,True,False,False,False
SNX12,U0_unadjusted,U2_age_sex_location_adjusted,-0.262253073705311,-0.260782958976828,0.001470114728482963,1.30324633987754e-09,3.21870606773602e-08,True,False,False,False,False,False,False
ANKRD17,U0_unadjusted,U2_age_sex_location_adjusted,0.27078897694676,0.268440076286101,-0.0023489006606590146,1.3077591407416602e-09,3.97790532585638e-08,True,False,False,False,False,False,False
CRTAP,U0_unadjusted,U2_age_sex_location_adjusted,0.797996522183213,0.719591208127436,-0.078405314055777,1.31349343324254e-09,3.95899234536854e-07,True,True,True,True,False,False,False
TBPL1,U0_unadjusted,U2_age_sex_location_adjusted,-0.276018373251325,-0.260733795024505,0.01528457822682,1.3331557737729101e-09,6.65315733379338e-08,True,False,False,False,False,False,False
PDE6D,U0_unadjusted,U2_age_sex_location_adjusted,-0.262562483671326,-0.277907632006407,-0.015345148335080994,1.3354115495295401e-09,3.31163440181654e-09,True,False,False,False,False,False,False
SPP1,U0_unadjusted,U2_age_sex_location_adjusted,1.28318380389063,1.18394455376524,-0.09923925012539003,1.3481993494129e-09,2.45534840550285e-07,True,True,True,True,False,False,False
ZNF214,U0_unadjusted,U2_age_sex_location_adjusted,-0.30735863612432,-0.305497916501175,0.0018607196231449907,1.3481993494129e-09,2.89655971972863e-08,True,False,False,False,False,False,False
SLC41A2,U0_unadjusted,U2_age_sex_location_adjusted,-0.634798913567909,-0.563637431359041,0.07116148220886798,1.3620080010583e-09,1.76489887992061e-07,True,True,True,True,False,False,False
TUBB2A,U0_unadjusted,U2_age_sex_location_adjusted,0.802295775900267,0.689889233180329,-0.112406542719938,1.3655264528246802e-09,9.15062886269977e-07,True,True,True,True,False,False,False
MAD2L1,U0_unadjusted,U2_age_sex_location_adjusted,-0.981843451766726,-0.991358264477158,-0.009514812710431975,1.3832899435628702e-09,1.0627502865122e-08,True,True,True,True,False,False,False
ANXA1,U0_unadjusted,U2_age_sex_location_adjusted,0.952758454060265,0.825329803815849,-0.12742865024441608,1.3920933906261601e-09,6.11532183671371e-07,True,True,True,True,False,False,False
TRIM28,U0_unadjusted,U2_age_sex_location_adjusted,0.356336152700012,0.365965883477105,0.009629730777093004,1.3970187163614402e-09,1.27785093942883e-08,True,False,False,False,False,False,False
PDLIM3,U0_unadjusted,U2_age_sex_location_adjusted,1.72983550310714,1.55017312358794,-0.17966237951920006,1.4136364641906302e-09,4.36749561321215e-07,True,True,True,True,False,False,False
ACAD8,U0_unadjusted,U2_age_sex_location_adjusted,-0.188118674589444,-0.205168561923033,-0.017049887333589003,1.4170113911852601e-09,1.2564022325985202e-09,True,False,False,False,False,False,False
SDHB,U0_unadjusted,U2_age_sex_location_adjusted,-0.301515636971543,-0.303344132543942,-0.0018284955723990026,1.4177059863994e-09,2.59138784856915e-08,True,False,False,False,False,False,False
NBEA,U0_unadjusted,U2_age_sex_location_adjusted,1.17380572387239,1.05782027703861,-0.11598544683377998,1.4210711574860502e-09,3.65963146114724e-07,True,True,True,True,False,False,False
CNOT8,U0_unadjusted,U2_age_sex_location_adjusted,-0.304294007569583,-0.312899161398608,-0.008605153829024992,1.42948586034542e-09,1.11196182363688e-08,True,False,False,False,False,False,False
ARMCX2,U0_unadjusted,U2_age_sex_location_adjusted,0.927778868157761,0.862540531801319,-0.06523833635644205,1.43640328690247e-09,2.2049562404408e-07,True,True,True,True,False,False,False
HOXB7,U0_unadjusted,U2_age_sex_location_adjusted,-0.522415653730451,-0.536067154254568,-0.01365150052411701,1.4365874566697102e-09,1.46518269775262e-08,True,True,True,True,False,False,False
TGIF1,U0_unadjusted,U2_age_sex_location_adjusted,-0.373128598357593,-0.376351089120341,-0.003222490762747998,1.44358223164078e-09,2.48999049592908e-08,True,False,False,False,False,False,False
TAF11,U0_unadjusted,U2_age_sex_location_adjusted,-0.382745655502955,-0.389564428809802,-0.006818773306847048,1.4648018310483702e-09,1.89055512085298e-08,True,False,False,False,False,False,False
ITGA8,U0_unadjusted,U2_age_sex_location_adjusted,0.592716521240925,0.572484073379908,-0.020232447861016967,1.47937998882229e-09,5.1835017169895e-08,True,True,True,True,False,False,False
PITX2,U0_unadjusted,U2_age_sex_location_adjusted,-2.71036326709979,-2.41351986612183,0.29684340097796014,1.5138633387737202e-09,8.95589594122436e-12,True,True,True,True,False,False,False
ZCCHC24,U0_unadjusted,U2_age_sex_location_adjusted,0.635211196982923,0.576331887466611,-0.05887930951631204,1.5191758680979302e-09,4.09647578256179e-07,True,True,True,True,False,False,False
MUC5B,U0_unadjusted,U2_age_sex_location_adjusted,0.96848172176317,0.905562527501099,-0.06291919426207104,1.527069087394e-09,1.46576499240331e-07,True,True,True,True,False,False,False
POLE,U0_unadjusted,U2_age_sex_location_adjusted,0.474732145444004,0.493091156643999,0.018359011199995,1.5544536050107901e-09,4.829663415614551e-09,True,False,False,False,False,False,False
RCHY1,U0_unadjusted,U2_age_sex_location_adjusted,-0.256053857560748,-0.27839166534227,-0.022337807781522,1.56582767719932e-09,1.2662505824627702e-09,True,False,False,False,False,False,False
CALCRL,U0_unadjusted,U2_age_sex_location_adjusted,0.366965979665467,0.356225469146862,-0.010740510518605029,1.5695188884884401e-09,4.46779186435406e-08,True,False,False,False,False,False,False
FZD8,U0_unadjusted,U2_age_sex_location_adjusted,0.447452253055303,0.387649923890695,-0.05980232916460798,1.5779130045690602e-09,1.98260773270659e-07,True,False,False,False,False,False,False
NADK2,U0_unadjusted,U2_age_sex_location_adjusted,-0.298747095067332,-0.33295196953343,-0.03420487446609799,1.59442070885128e-09,5.115632851514141e-10,True,False,False,False,False,False,False
DHRS7,U0_unadjusted,U2_age_sex_location_adjusted,-0.304039725130798,-0.25919018090708,0.04484954422371801,1.5951806824446802e-09,9.71577361883643e-07,True,False,False,False,False,False,False
ITCH,U0_unadjusted,U2_age_sex_location_adjusted,-0.334474096918858,-0.317105849127697,0.017368247791160973,1.5956305519231302e-09,6.31584856150224e-08,True,False,False,False,False,False,False
PDE8A,U0_unadjusted,U2_age_sex_location_adjusted,-0.56624592519175,-0.469304501890323,0.09694142330142697,1.5956305519231302e-09,1.06303130268909e-06,True,True,False,False,True,False,False
MPRIP,U0_unadjusted,U2_age_sex_location_adjusted,0.275043578287047,0.276672162993119,0.0016285847060719671,1.6134983454960201e-09,1.73175910168155e-08,True,False,False,False,False,False,False
KATNB1,U0_unadjusted,U2_age_sex_location_adjusted,-0.271144484133255,-0.258014095507814,0.01313038862544097,1.6134983454960201e-09,1.32608886647252e-07,True,False,False,False,False,False,False
IGBP1,U0_unadjusted,U2_age_sex_location_adjusted,-0.239072227044627,-0.239244730087635,-0.00017250304300800434,1.6256228970704602e-09,1.6270842685906e-08,True,False,False,False,False,False,False
MAP3K5,U0_unadjusted,U2_age_sex_location_adjusted,0.449978973421461,0.443388871320609,-0.00659010210085198,1.62598967182325e-09,1.99180819007826e-08,True,False,False,False,False,False,False
LYRM7,U0_unadjusted,U2_age_sex_location_adjusted,-0.322788508081072,-0.349758648397458,-0.026970140316386004,1.6373486352673102e-09,2.30926031487365e-09,True,False,False,False,False,False,False
PAIP2,U0_unadjusted,U2_age_sex_location_adjusted,-0.447154817662166,-0.467361016167554,-0.020206198505387962,1.6377562985094501e-09,8.767677364444211e-09,True,False,False,False,False,False,False
STRBP,U0_unadjusted,U2_age_sex_location_adjusted,-0.31659375876947,-0.281699467820166,0.03489429094930396,1.63972322709473e-09,4.79465890668757e-07,True,False,False,False,False,False,False
LPL,U0_unadjusted,U2_age_sex_location_adjusted,1.49242962017891,1.44671226135243,-0.04571735882648009,1.6415831492268901e-09,5.86202392823765e-08,True,True,True,True,False,False,False
ITSN2,U0_unadjusted,U2_age_sex_location_adjusted,0.256556265288867,0.27711772919357,0.02056146390470298,1.6717179066665902e-09,1.62633908724784e-10,True,False,False,False,False,False,False
SETBP1,U0_unadjusted,U2_age_sex_location_adjusted,0.774698165859798,0.696317105626917,-0.07838106023288105,1.6773781334066701e-09,5.42594987853681e-07,True,True,True,True,False,False,False
NUPR2,U0_unadjusted,U2_age_sex_location_adjusted,-0.663990248085821,-0.472230228133459,0.19176001995236197,1.6773781334066701e-09,1.59311971739356e-05,True,True,False,False,True,False,False
ZDHHC21,U0_unadjusted,U2_age_sex_location_adjusted,-0.408894682317666,-0.359699182471025,0.04919549984664101,1.6874835757663201e-09,5.50886714966138e-07,True,False,False,False,False,False,False
TRAF3IP1,U0_unadjusted,U2_age_sex_location_adjusted,0.228392163329436,0.203969145117575,-0.024423018211860992,1.68837459618878e-09,6.09187465368237e-07,True,False,False,False,False,False,False
CAD,U0_unadjusted,U2_age_sex_location_adjusted,0.485550903012657,0.487280306547675,0.0017294035350179926,1.7086903108514802e-09,2.17310941432988e-08,True,False,False,False,False,False,False
EIF2D,U0_unadjusted,U2_age_sex_location_adjusted,-0.186203315331325,-0.190444975385935,-0.004241660054609991,1.70887185224086e-09,2.03221921373512e-08,True,False,False,False,False,False,False
NCBP1,U0_unadjusted,U2_age_sex_location_adjusted,-0.34576605290329,-0.308136946499938,0.037629106403351986,1.7204312813023702e-09,5.95847294942513e-07,True,False,False,False,False,False,False
CCNL1,U0_unadjusted,U2_age_sex_location_adjusted,0.47883370343473,0.506555658067577,0.02772195463284699,1.7474624921472502e-09,2.25708071180525e-09,True,False,True,False,False,True,False
HNF4G,U0_unadjusted,U2_age_sex_location_adjusted,-0.497836929162869,-0.456186184510588,0.04165074465228097,1.75993402332916e-09,3.58654674652431e-07,True,False,False,False,False,False,False
LRRC57,U0_unadjusted,U2_age_sex_location_adjusted,-0.313786856321473,-0.31742848856699,-0.0036416322455170014,1.7615526018854401e-09,2.37150296041535e-08,True,False,False,False,False,False,False
MAP3K3,U0_unadjusted,U2_age_sex_location_adjusted,0.487466613244799,0.470385874785889,-0.017080738458910005,1.7615526018854401e-09,1.03136365904433e-07,True,False,False,False,False,False,False
SAAL1,U0_unadjusted,U2_age_sex_location_adjusted,-0.363185686058077,-0.387823729259367,-0.024638043201289983,1.77682851945194e-09,2.6694802296026503e-09,True,False,False,False,False,False,False
ZNF708,U0_unadjusted,U2_age_sex_location_adjusted,-0.420318814263296,-0.399350791380589,0.020968022882706994,1.7835612365836e-09,1.41257641554119e-07,True,False,False,False,False,False,False
RPS6KB2,U0_unadjusted,U2_age_sex_location_adjusted,-0.401458942850841,-0.417637702915032,-0.016178760064191,1.7851769468123202e-09,7.65405784587932e-09,True,False,False,False,False,False,False
ASAP3,U0_unadjusted,U2_age_sex_location_adjusted,-0.418959853570388,-0.373382009880834,0.04557784368955403,1.8052105181791102e-09,2.8358172097730303e-09,True,False,False,False,False,False,False
ZNF747,U0_unadjusted,U2_age_sex_location_adjusted,-0.17573558228668,-0.163540357912233,0.012195224374446978,1.8109090831104201e-09,2.74259042599553e-07,True,False,False,False,False,False,False
DCBLD2,U0_unadjusted,U2_age_sex_location_adjusted,0.554685884913845,0.526455652904611,-0.028230232009233913,1.82374803417156e-09,8.40059614438221e-08,True,True,True,True,False,False,False
ANGPTL5,U0_unadjusted,U2_age_sex_location_adjusted,0.319424162147618,0.312769943492289,-0.006654218655329003,1.8426880072347702e-09,7.81768551308351e-08,True,False,False,False,False,False,False
KRTAP10-3,U0_unadjusted,U2_age_sex_location_adjusted,-0.338421040487416,-0.332011664502724,0.0064093759846919895,1.8458134287296702e-09,5.92085585037854e-08,True,False,False,False,False,False,False
PMEPA1,U0_unadjusted,U2_age_sex_location_adjusted,0.660597794213147,0.603689816421802,-0.056907977791345044,1.86601513469459e-09,3.13162392446732e-07,True,True,True,True,False,False,False
TNC,U0_unadjusted,U2_age_sex_location_adjusted,1.83008785987495,1.63359397630497,-0.19649388356997988,1.88118671174266e-09,6.77990743380607e-07,True,True,True,True,False,False,False
LCE1A,U0_unadjusted,U2_age_sex_location_adjusted,-0.246246861731949,-0.227568417488248,0.01867844424370102,1.89573800517141e-09,2.20624805316866e-07,True,False,False,False,False,False,False
CIAO3,U0_unadjusted,U2_age_sex_location_adjusted,-0.273704217002246,-0.274237433666744,-0.0005332166644980152,1.92112530175748e-09,4.03748186375165e-08,True,False,False,False,False,False,False
TTC13,U0_unadjusted,U2_age_sex_location_adjusted,0.416881785538511,0.398474695295718,-0.018407090242793023,1.93256001222656e-09,5.73776586400997e-08,True,False,False,False,False,False,False
PPP1R36,U0_unadjusted,U2_age_sex_location_adjusted,-0.604379521112636,-0.642519479505488,-0.038139958392852,1.9526590019584802e-09,4.03355803500514e-09,True,True,True,True,False,False,False
CPEB1,U0_unadjusted,U2_age_sex_location_adjusted,0.531602680846704,0.500898817617218,-0.03070386322948604,2.01208529137999e-09,2.04791092853065e-07,True,True,True,True,False,False,False
HSD11B1,U0_unadjusted,U2_age_sex_location_adjusted,0.487334820325758,0.427042426878487,-0.060292393447271,2.04939932464423e-09,6.81527477835713e-07,True,False,False,False,False,False,False
PPP4R3B,U0_unadjusted,U2_age_sex_location_adjusted,-0.334006584310694,-0.337332933134246,-0.0033263488235519834,2.05974643302387e-09,3.05719235364813e-08,True,False,False,False,False,False,False
USP12,U0_unadjusted,U2_age_sex_location_adjusted,-0.333485481289726,-0.326549506055459,0.006935975234266978,2.1763953287630103e-09,6.70575594382903e-08,True,False,False,False,False,False,False
PCDH12,U0_unadjusted,U2_age_sex_location_adjusted,0.320494644244683,0.310846238177635,-0.009648406067047977,2.1776460902859e-09,1.0485829679214e-07,True,False,False,False,False,False,False
ABCF1,U0_unadjusted,U2_age_sex_location_adjusted,0.244588042381657,0.24531993707712,0.0007318946954630035,2.1965466618861602e-09,4.01576420528929e-08,True,False,False,False,False,False,False
FXR2,U0_unadjusted,U2_age_sex_location_adjusted,0.207872187173139,0.207673382406052,-0.0001988047670870019,2.2762079440496404e-09,2.00651444901233e-08,True,False,False,False,False,False,False
PWAR6,U0_unadjusted,U2_age_sex_location_adjusted,0.863938483608278,0.835332942979462,-0.02860554062881593,2.28201816833117e-09,1.24054767909201e-07,True,True,True,True,False,False,False
R3HCC1L,U0_unadjusted,U2_age_sex_location_adjusted,-0.400307574597695,-0.362690646145517,0.03761692845217801,2.28273823954539e-09,5.59674289827605e-07,True,False,False,False,False,False,False
KMT2A,U0_unadjusted,U2_age_sex_location_adjusted,0.460256577118308,0.478751068140695,0.01849449102238704,2.28273823954539e-09,1.16158616846694e-08,True,False,False,False,False,False,False
MYPN,U0_unadjusted,U2_age_sex_location_adjusted,-0.399833577750684,-0.351996007527845,0.04783757022283902,2.2852436693900303e-09,6.44480448279966e-07,True,False,False,False,False,False,False
FAM200C,U0_unadjusted,U2_age_sex_location_adjusted,-0.534617161224981,-0.52433432591988,0.01028283530510099,2.29397160564347e-09,8.17341820917022e-08,True,True,True,True,False,False,False
CENPA,U0_unadjusted,U2_age_sex_location_adjusted,-0.486131448312812,-0.49205978771944,-0.005928339406627958,2.29397160564347e-09,3.51425876915472e-08,True,False,False,False,False,False,False
H3-4,U0_unadjusted,U2_age_sex_location_adjusted,-0.197719509503851,-0.202884129373567,-0.005164619869716003,2.29808797989658e-09,1.9910502622058e-08,True,False,False,False,False,False,False
FAM3B,U0_unadjusted,U2_age_sex_location_adjusted,-0.328923904958204,-0.299246174172397,0.02967773078580699,2.3012270416553803e-09,2.49962912629955e-07,True,False,False,False,False,False,False
MEI1,U0_unadjusted,U2_age_sex_location_adjusted,-0.164282065349948,-0.151083554653611,0.013198510696336985,2.3111629975976e-09,3.70155480270471e-07,True,False,False,False,False,False,False
SHC2,U0_unadjusted,U2_age_sex_location_adjusted,0.620304151789948,0.553114509782164,-0.06718964200778399,2.3496726592637303e-09,7.96098806591897e-07,True,True,True,True,False,False,False
NAT10,U0_unadjusted,U2_age_sex_location_adjusted,0.338205419231204,0.341689743079224,0.003484323848019999,2.3544666473378e-09,3.0622158490786e-08,True,False,False,False,False,False,False
RUSC1,U0_unadjusted,U2_age_sex_location_adjusted,-0.337419999138018,-0.342703470349733,-0.005283471211714963,2.3557154945132903e-09,3.30873886881279e-08,True,False,False,False,False,False,False
CDKN2AIP,U0_unadjusted,U2_age_sex_location_adjusted,-0.336654708894411,-0.333439921137857,0.0032147877565540384,2.3751329669003504e-09,3.98800542373883e-08,True,False,False,False,False,False,False
ZNF627,U0_unadjusted,U2_age_sex_location_adjusted,-0.392219102689797,-0.416011322366791,-0.02379221967699402,2.3848437124242803e-09,3.35177640324162e-09,True,False,False,False,False,False,False
OLFML1,U0_unadjusted,U2_age_sex_location_adjusted,0.347549911472739,0.332697678775088,-0.014852232697651013,2.39181128564565e-09,1.71688932521539e-07,True,False,False,False,False,False,False
SLC1A7,U0_unadjusted,U2_age_sex_location_adjusted,-0.232835604718591,-0.205889605352704,0.026945999365886986,2.39242898037079e-09,4.51450105701104e-07,True,False,False,False,False,False,False
LOC100130872,U0_unadjusted,U2_age_sex_location_adjusted,-0.278018179054917,-0.254200643979979,0.023817535074938,2.4020278068618502e-09,2.72158018948577e-07,True,False,False,False,False,False,False
STON1,U0_unadjusted,U2_age_sex_location_adjusted,0.654645843015542,0.585143099959408,-0.06950274305613391,2.4036888285093e-09,7.91666221146081e-07,True,True,True,True,False,False,False
PDE6A,U0_unadjusted,U2_age_sex_location_adjusted,-0.918075466032209,-0.796288746373493,0.12178671965871601,2.4044565123438503e-09,7.94027422621342e-07,True,True,True,True,False,False,False
UBE2J1,U0_unadjusted,U2_age_sex_location_adjusted,-0.336691341521898,-0.375440672355132,-0.03874933083323401,2.4199538450366803e-09,8.05182496778035e-10,True,False,False,False,False,False,False
ARHGAP44,U0_unadjusted,U2_age_sex_location_adjusted,-0.404311756632939,-0.360956395629697,0.043355361003242,2.43116291982575e-09,7.09425798430807e-07,True,False,False,False,False,False,False
JAML,U0_unadjusted,U2_age_sex_location_adjusted,-0.302168932493555,-0.281849840584003,0.020319091909552,2.43174764692677e-09,1.60724069114661e-07,True,False,False,False,False,False,False
LIN7C,U0_unadjusted,U2_age_sex_location_adjusted,-0.274414821856787,-0.272262933716603,0.0021518881401840217,2.45780756779088e-09,6.28361742204496e-08,True,False,False,False,False,False,False
IFFO1,U0_unadjusted,U2_age_sex_location_adjusted,0.349794685134577,0.330317020316726,-0.019477664817851015,2.46350308082676e-09,1.67502330363584e-07,True,False,False,False,False,False,False
NDUFA7,U0_unadjusted,U2_age_sex_location_adjusted,-0.236841227959736,-0.247538820050191,-0.01069759209045501,2.46422138399781e-09,1.08233922315144e-08,True,False,False,False,False,False,False
PWWP2A,U0_unadjusted,U2_age_sex_location_adjusted,-0.420871456559005,-0.390283432452416,0.030588024106589007,2.46422138399781e-09,2.27610458612107e-07,True,False,False,False,False,False,False
TTC19,U0_unadjusted,U2_age_sex_location_adjusted,-0.385390325723048,-0.361927036433556,0.023463289289491984,2.46422138399781e-09,1.49453214932098e-07,True,False,False,False,False,False,False
TRIM46,U0_unadjusted,U2_age_sex_location_adjusted,-0.253871778042759,-0.234495484355675,0.019376293687084017,2.4820821237993304e-09,3.13907191347846e-07,True,False,False,False,False,False,False
PLEKHO2,U0_unadjusted,U2_age_sex_location_adjusted,0.688572031639276,0.658549909897164,-0.03002212174211205,2.49762903769919e-09,1.58348967209991e-07,True,True,True,True,False,False,False
PELO,U0_unadjusted,U2_age_sex_location_adjusted,0.487269316412108,0.421560703822153,-0.06570861258995503,2.57558453416012e-09,1.22968272877752e-06,True,False,False,False,False,False,False
WFDC1,U0_unadjusted,U2_age_sex_location_adjusted,1.1603256817295,1.05092473880093,-0.10940094292857006,2.61668319991309e-09,5.01191860518609e-07,True,True,True,True,False,False,False
CEBPA,U0_unadjusted,U2_age_sex_location_adjusted,-0.552173801774219,-0.483765323648178,0.06840847812604106,2.6252381517932504e-09,6.24862183509648e-07,True,True,False,False,True,False,False
CMTM6,U0_unadjusted,U2_age_sex_location_adjusted,-0.240331211733541,-0.230071994588528,0.010259217145012989,2.6252381517932504e-09,1.37957934566672e-07,True,False,False,False,False,False,False
UST,U0_unadjusted,U2_age_sex_location_adjusted,0.484701019794097,0.435133404674499,-0.04956761511959801,2.6252381517932504e-09,6.18659659128367e-07,True,False,False,False,False,False,False
BIN1,U0_unadjusted,U2_age_sex_location_adjusted,0.338103614050042,0.343802621059845,0.00569900700980297,2.6577316170300604e-09,3.51425876915472e-08,True,False,False,False,False,False,False
HMOX1,U0_unadjusted,U2_age_sex_location_adjusted,-0.764759836742994,-0.678750273229754,0.08600956351323996,2.68712703305373e-09,7.79401169631689e-07,True,True,True,True,False,False,False
HPRT1,U0_unadjusted,U2_age_sex_location_adjusted,-0.41638658303745,-0.405234481528921,0.011152101508529022,2.6986150495343403e-09,6.65218845246079e-08,True,False,False,False,False,False,False
GOLGB1,U0_unadjusted,U2_age_sex_location_adjusted,0.276524737121178,0.26863086208922,-0.007893875031957986,2.70042551652061e-09,9.91523879604253e-08,True,False,False,False,False,False,False
YWHAQP8,U0_unadjusted,U2_age_sex_location_adjusted,-0.230264649802289,-0.233792819223429,-0.0035281694211400094,2.7126496684859e-09,3.44430607445635e-08,True,False,False,False,False,False,False
PTOV1,U0_unadjusted,U2_age_sex_location_adjusted,0.275197096827758,0.26372381395321,-0.011473282874548019,2.7180194829267204e-09,1.22965414595369e-07,True,False,False,False,False,False,False
IMPA2,U0_unadjusted,U2_age_sex_location_adjusted,-0.502047538259837,-0.485840962743325,0.016206575516511945,2.7191198958285e-09,1.32181000651125e-07,True,True,False,False,True,False,False
THUMPD1,U0_unadjusted,U2_age_sex_location_adjusted,0.253411267309759,0.259190820777766,0.005779553468007015,2.72394232156997e-09,2.9872848554271e-08,True,False,False,False,False,False,False
PPCDC,U0_unadjusted,U2_age_sex_location_adjusted,-0.227802414617565,-0.199426142682737,0.028376271934828,2.7400636344200102e-09,9.00664346619788e-07,True,False,False,False,False,False,False
SERPINF1,U0_unadjusted,U2_age_sex_location_adjusted,0.978600852456159,0.949810967197473,-0.028789885258685977,2.7481486670021402e-09,1.22884813944992e-07,True,True,True,True,False,False,False
GRXCR2,U0_unadjusted,U2_age_sex_location_adjusted,-0.278480139313813,-0.280015941550708,-0.0015358022368950341,2.80109245538155e-09,3.12896758874932e-08,True,False,False,False,False,False,False
MTARC1,U0_unadjusted,U2_age_sex_location_adjusted,-0.579641013816439,-0.531755331990847,0.04788568182559194,2.80144325709944e-09,3.51127738647405e-08,True,True,True,True,False,False,False
CTSV,U0_unadjusted,U2_age_sex_location_adjusted,-0.836517275597882,-0.77212273608937,0.06439453950851204,2.8028116744412303e-09,3.68921345776992e-07,True,True,True,True,False,False,False
DCTPP1,U0_unadjusted,U2_age_sex_location_adjusted,-0.40321485733994,-0.389073281339818,0.014141576000122003,2.80784737578466e-09,8.30283017777028e-08,True,False,False,False,False,False,False
FAM13A,U0_unadjusted,U2_age_sex_location_adjusted,-0.596529070943452,-0.562651030959612,0.03387803998383998,2.8136785344978802e-09,9.52418613678234e-08,True,True,True,True,False,False,False
NRXN1,U0_unadjusted,U2_age_sex_location_adjusted,0.564622638388781,0.507240151726589,-0.057382486662192034,2.8161814372483604e-09,8.04865977291569e-07,True,True,True,True,False,False,False
IL20RA,U0_unadjusted,U2_age_sex_location_adjusted,-0.575570924654428,-0.552247951267821,0.02332297338660705,2.82711932082203e-09,1.12765171494649e-07,True,True,True,True,False,False,False
CYP7B1,U0_unadjusted,U2_age_sex_location_adjusted,0.28615356346741,0.310245687859771,0.024092124392361025,2.84622288696581e-09,2.7986726962629103e-09,True,False,False,False,False,False,False
NPY2R,U0_unadjusted,U2_age_sex_location_adjusted,0.240448016391861,0.255430464730249,0.014982448338387994,2.8590021167426104e-09,5.067695032859061e-09,True,False,False,False,False,False,False
SNRNP48,U0_unadjusted,U2_age_sex_location_adjusted,-0.439735095496428,-0.418946621901208,0.02078847359521996,2.86066123417934e-09,1.51452561113992e-07,True,False,False,False,False,False,False
ARHGAP10,U0_unadjusted,U2_age_sex_location_adjusted,0.62330221401433,0.591115262874258,-0.03218695114007197,2.86626319439766e-09,2.44647593180355e-07,True,True,True,True,False,False,False
NUDT9,U0_unadjusted,U2_age_sex_location_adjusted,-0.283776894054348,-0.271258954391039,0.012517939663308997,2.87864305185119e-09,1.29560367999492e-07,True,False,False,False,False,False,False
BAALC,U0_unadjusted,U2_age_sex_location_adjusted,0.326295792680453,0.312705097121416,-0.013590695559037025,2.8926846158809403e-09,1.95722048136039e-07,True,False,False,False,False,False,False
CHRDL1,U0_unadjusted,U2_age_sex_location_adjusted,0.544863757934433,0.499292023553112,-0.045571734381321005,2.90195325412439e-09,5.4994767205358e-07,True,True,False,False,True,False,False
ACTR3,U0_unadjusted,U2_age_sex_location_adjusted,-0.284935738410148,-0.272527141220914,0.012408597189234039,2.91916343717052e-09,1.8861260225943e-07,True,False,False,False,False,False,False
NSUN3,U0_unadjusted,U2_age_sex_location_adjusted,-0.433916188064208,-0.381642704045461,0.052273484018746985,2.931135623344e-09,2.59996976253474e-07,True,False,False,False,False,False,False
CHST11,U0_unadjusted,U2_age_sex_location_adjusted,0.561712427772876,0.56095028015594,-0.0007621476169360486,2.9384371592262203e-09,5.19240338488832e-08,True,True,True,True,False,False,False
HBP1,U0_unadjusted,U2_age_sex_location_adjusted,-0.405325429976418,-0.384087898636093,0.021237531340325022,2.9574451768536403e-09,1.44916587403039e-07,True,False,False,False,False,False,False
ECE2,U0_unadjusted,U2_age_sex_location_adjusted,-0.177027220799172,-0.160096159537296,0.01693106126187599,2.97524994108042e-09,6.81527477835713e-07,True,False,False,False,False,False,False
