gene_symbol,entrez_id,log2_fold_change,standard_error,test_statistic,p_value,adjusted_p_value,comparison,direction,annotation_status,method,adjacent_direction_consistency,healthy,adjacent_normal,tumor,healthy_to_adjacent,adjacent_to_tumor,trajectory_category,rule_tolerance
ADH1B,,2.2500681224489805,0.135384039583443,16.619892044676114,4.177368296791102e-34,1.019706312447469e-31,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,6.445238000000001,8.695306122448981,3.6707051020408166,2.2500681224489805,-5.024601020408165,adjacent_specific,0.15
ZFPM2,,1.278988163265303,0.07892447012533199,16.20521697813455,5.32503030413867e-34,1.2833997087443075e-31,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,1.0,2.8106200000000006,4.089608163265304,3.0401489795918373,1.278988163265303,-1.0494591836734664,adjacent_specific,0.15
CDH5,,0.8129449591836737,0.04770628575106866,17.040625703405617,6.187502198104464e-34,1.4726255231488626e-31,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,1.0,3.3495030000000003,4.162447959183674,4.187954591836736,0.8129449591836737,0.025506632653061523,field_shift_then_plateau,0.15
PTPRM,,1.249375183673469,0.07813695063402218,15.989556458701493,7.008118063093902e-34,1.647340344707505e-31,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,4.969809000000001,6.21918418367347,5.688958673469389,1.249375183673469,-0.5302255102040805,adjacent_specific,0.15
ZBTB20,,1.1413589183673478,0.07158840020416318,15.943349971675618,8.942607198086017e-34,2.0764297689214363e-31,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,5.993361999999999,7.134720918367347,6.585656632653059,1.1413589183673478,-0.5490642857142882,adjacent_specific,0.15
ECSCR,,1.277982612244899,0.08040866046359484,15.89359410885234,1.1932390244769763e-33,2.704675122147813e-31,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,1.0,4.134397999999999,5.412380612244898,4.807803061224491,1.277982612244899,-0.604577551020407,adjacent_specific,0.15
C14orf142,,-0.664817959183674,0.04144886993707774,-16.039471285777243,1.2799975616679192e-33,2.8671945381361392e-31,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,9.309020000000002,8.644202040816328,7.752194897959185,-0.664817959183674,-0.8920071428571434,monotonic_down,0.15
MCEE,,-0.9929345714285747,0.05748309177706038,-17.273506708364327,1.4733688147791017e-33,3.261970027138848e-31,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,6.996056000000003,6.003121428571428,5.889637755102043,-0.9929345714285747,-0.1134836734693856,field_shift_then_plateau,0.15
GPR124,,1.334174836734693,0.08391512759052396,15.899097993927779,1.4971106108695321e-33,3.2764351759719417e-31,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,5.308116999999999,6.642291836734692,6.452500000000002,1.334174836734693,-0.18979183673469002,non_monotonic,0.15
SHISA3,,1.429440734693877,0.08448595357942659,16.919270886254917,4.977865440861071e-33,1.077029068113577e-30,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,2.9941460000000006,4.4235867346938775,3.0870591836734698,1.429440734693877,-1.3365275510204078,adjacent_specific,0.15
L1CAM,,0.9351494081632663,0.05978877702535341,15.640885374971235,6.178106449681547e-33,1.3216982786734456e-30,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,3.7208210000000004,4.655970408163267,3.901461224489795,0.9351494081632663,-0.7545091836734716,adjacent_specific,0.15
CNIH,,-0.5107743673469418,0.032043587876205364,-15.939986786755174,7.74406809945355e-33,1.638300629039951e-30,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,10.140306,9.629531632653059,9.79829387755102,-0.5107743673469418,0.16876224489796066,non_monotonic,0.15
TMEM100,,1.730232612244901,0.10846839915317474,15.951490256637195,8.057021759828517e-33,1.6857768605179665e-30,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,5.027797999999999,6.7580306122449,3.3309153061224506,1.730232612244901,-3.4271153061224493,adjacent_specific,0.15
TENC1,,1.335670979591837,0.08552530955352931,15.617259809575502,8.509266196991408e-33,1.7610481346817e-30,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,3.808728,5.144398979591837,4.322906122448978,1.335670979591837,-0.821492857142859,adjacent_specific,0.15
C1S,,1.2704655510204104,0.08138460584802329,15.610637144239092,9.562873983053073e-33,1.9578185014766723e-30,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,7.794712,9.06517755102041,8.486674489795922,1.2704655510204104,-0.5785030612244881,adjacent_specific,0.15
CLEC14A,,1.1240230204081625,0.07184538300812118,15.64502788273961,9.726016135636775e-33,1.9700356087502574e-30,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,1.0,3.9172780000000005,5.041301020408163,4.395328571428573,1.1240230204081625,-0.6459724489795899,adjacent_specific,0.15
CXCR7,,1.3617201632653066,0.08617652201007862,15.80152147595431,1.3505804000430693e-32,2.7068474544021097e-30,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,3.2538879999999994,4.615608163265306,4.303758163265306,1.3617201632653066,-0.31184999999999974,non_monotonic,0.15
PRIMA1,,1.1297172653061196,0.07140302146968373,15.82170112767251,2.3511076765177387e-32,4.663030225093515e-30,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,2.962321,4.09203826530612,2.5061443877551017,1.1297172653061196,-1.585893877551018,adjacent_specific,0.15
COL14A1,,0.9715012653061228,0.06071597226429851,16.000752834479,2.522364340789842e-32,4.951115159653463e-30,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,3.736587,4.708088265306123,3.9293321428571435,0.9715012653061228,-0.7787561224489794,adjacent_specific,0.15
MYCBP2,,0.8796799591836724,0.053464591937871245,16.453505531397457,2.5962862759664254e-32,5.044213336163341e-30,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,1.0,7.054793000000001,7.934472959183673,8.38217755102041,0.8796799591836724,0.44770459183673683,monotonic_up,0.15
ATP5C1,,-0.7982808979591862,0.04688569405331923,-17.02610815681575,8.871885899222919e-32,1.6892070752120436e-29,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,10.410886000000003,9.612605102040817,9.401223469387755,-0.7982808979591862,-0.21138163265306176,monotonic_down,0.15
CCDC3,,1.472443061224486,0.09284279935184878,15.859528918816098,9.075319571543705e-32,1.7108325212098232e-29,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,1.0,4.521610000000001,5.994053061224487,6.111105102040816,1.472443061224486,0.11705204081632914,field_shift_then_plateau,0.15
ANGPTL2,,1.7702133061224496,0.11033695918102632,16.04370212177152,9.718034854939857e-32,1.8140331729221065e-29,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,3.508252,5.27846530612245,5.214079591836736,1.7702133061224496,-0.06438571428571382,field_shift_then_plateau,0.15
PRELP,,1.7737896734693877,0.10853201146560494,16.343470000383455,1.15103808122372e-31,2.1277441812135563e-29,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,1.0,3.137569000000001,4.911358673469389,3.4475280612244905,1.7737896734693877,-1.463830612244898,adjacent_specific,0.15
APCDD1,,1.064805244897959,0.0698311999598228,15.248273629990491,1.1659478229915613e-31,2.1345813990153202e-29,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,3.5415319999999997,4.606337244897959,6.299413265306123,1.064805244897959,1.6930760204081645,monotonic_up,0.15
PXDN,,1.2621389183673433,0.08354711243514602,15.106912514146872,1.4693078312414597e-31,2.664344867317847e-29,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,5.541357000000001,6.803495918367345,7.318766326530614,1.2621389183673433,0.5152704081632695,monotonic_up,0.15
C14orf109,,-0.6186875918367409,0.039201798827926536,-15.782122513112865,1.7265122055492e-31,3.101206829590261e-29,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,8.643958000000003,8.025270408163262,7.5144816326530615,-0.6186875918367409,-0.5107887755102007,monotonic_down,0.15
SDPR,,2.1228642448979596,0.13780894067602154,15.404401445104014,1.797940558503014e-31,3.171910576748268e-29,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,5.158747999999999,7.281612244897959,4.868608163265307,2.1228642448979596,-2.4130040816326517,adjacent_specific,0.15
PCSK5,,1.0579828571428571,0.06438478830463458,16.43218662360191,1.7991929742059504e-31,3.171910576748268e-29,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,1.0,5.1390600000000015,6.197042857142859,5.109011224489799,1.0579828571428571,-1.0880316326530597,adjacent_specific,0.15
CSRNP1,,0.9362379795918399,0.06229037874412273,15.030218124659847,2.016926688866547e-31,3.5231453354145926e-29,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,5.595361000000001,6.531598979591841,5.9018841836734675,0.9362379795918399,-0.6297147959183738,adjacent_specific,0.15
TSC22D3,,1.9989415918367364,0.13283915567861093,15.047834214431065,2.2148482945024284e-31,3.8337010479387484e-29,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,4.278288000000001,6.277229591836737,5.033313265306122,1.9989415918367364,-1.2439163265306155,adjacent_specific,0.15
S1PR1,,1.4073514693877542,0.09354791663948081,15.04417757170872,2.628208616580849e-31,4.5082064918648074e-29,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,3.585722,4.993073469387754,4.119214285714287,1.4073514693877542,-0.873859183673467,adjacent_specific,0.15
TPST1,,1.129587755102044,0.0745216521433639,15.157846379049085,2.8016092119561613e-31,4.7627356603254744e-29,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,3.0996499999999996,4.2292377551020435,3.8394030612244907,1.129587755102044,-0.38983469387755276,non_monotonic,0.15
FSTL1,,0.985960795918368,0.06365088288980097,15.490135425542578,2.9566232000191015e-31,4.938079449856464e-29,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,5.410454,6.396414795918368,6.487881122448983,0.985960795918368,0.09146632653061548,field_shift_then_plateau,0.15
MRPL13,,-0.8199587142857094,0.0498113758483368,-16.46127416320077,2.947627892711079e-31,4.938079449856464e-29,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,8.739873,7.91991428571429,8.282616836734691,-0.8199587142857094,0.3627025510204014,non_monotonic,0.15
CSRP2,,1.1107976530612236,0.0745424191600678,14.901550896489756,4.100982248209739e-31,6.789800174427254e-29,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,4.207810000000001,5.318607653061225,5.012831632653059,1.1107976530612236,-0.30577602040816565,non_monotonic,0.15
SLMAP,,0.8424209591836735,0.056798582325655586,14.831725101053392,6.503501411141384e-31,1.067471266104586e-28,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,5.035452000000001,5.877872959183675,5.309583673469389,0.8424209591836735,-0.568289285714286,adjacent_specific,0.15
THSD7A,,1.36548093877551,0.09000746847768103,15.170751515071279,7.056717495045047e-31,1.1483752231252795e-28,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,2.687066,4.05254693877551,3.276857142857144,1.36548093877551,-0.7756897959183662,adjacent_specific,0.15
FAM107A,,1.0497523265306103,0.070497146833929,14.890706555877003,7.325682747757398e-31,1.1820423687906853e-28,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,3.2808140000000003,4.330566326530611,3.0249806122448977,1.0497523265306103,-1.305585714285713,adjacent_specific,0.15
RGS2,,1.8652628979591794,0.1259474833622504,14.80984651828498,8.125585342326522e-31,1.3000936547722433e-28,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,1.0,7.191182,9.05644489795918,7.596354081632655,1.8652628979591794,-1.4600908163265247,adjacent_specific,0.15
SERPINA3,,1.5366662448979596,0.10088279514673003,15.232193385035966,8.987179199651764e-31,1.4259657663447465e-28,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,3.3104459999999993,4.847112244897959,4.136227040816328,1.5366662448979596,-0.7108852040816309,adjacent_specific,0.15
NR4A1,,1.7265804489795906,0.11100387488322518,15.554235839027545,1.0678001144900268e-30,1.6802408413132323e-28,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,4.612342000000001,6.3389224489795915,6.2970734693877555,1.7265804489795906,-0.04184897959183598,field_shift_then_plateau,0.15
C3orf38,,-0.624661020408162,0.03586509128278188,-17.41696446505489,1.1041555207923004e-30,1.7232066488430656e-28,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,6.763409999999999,6.138748979591837,6.192231122448978,-0.624661020408162,0.053482142857141035,field_shift_then_plateau,0.15
NSMCE2,,-0.6959923265306118,0.04386977422085366,-15.86496258282016,1.4352983063948498e-30,2.22179510193154e-28,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,7.6393260000000005,6.943333673469389,7.626806122448984,-0.6959923265306118,0.6834724489795949,adjacent_specific,0.15
GPR116,,0.9852875102040812,0.06443106675829016,15.29211853499705,1.6222712941603654e-30,2.4909714065172062e-28,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,3.3573880000000003,4.3426755102040815,4.735625510204084,0.9852875102040812,0.3929500000000026,monotonic_up,0.15
CLU,,1.3343149183673457,0.08769077151959974,15.216138428764005,1.668153556884373e-30,2.5409314978462767e-28,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,4.103181,5.437495918367346,4.103554591836734,1.3343149183673457,-1.3339413265306117,adjacent_specific,0.15
CRLS1,,-0.6871242040816341,0.04361757745558593,-15.753378435134454,1.9315224671244423e-30,2.9187450614324904e-28,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,8.874264,8.187139795918366,8.878891836734693,-0.6871242040816341,0.6917520408163274,adjacent_specific,0.15
IGFBP5,,1.7393545918367352,0.1153475616214804,15.079248901199373,1.964055119232318e-30,2.921531989858073e-28,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,3.4263,5.165654591836735,5.080365306122448,1.7393545918367352,-0.08528928571428729,field_shift_then_plateau,0.15
FBN1,,1.4289568163265294,0.09569100637037815,14.933031541079846,2.6586954748417188e-30,3.924152080696614e-28,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,2.844383999999999,4.273340816326528,3.9407744897959187,1.4289568163265294,-0.3325663265306096,non_monotonic,0.15
HEY2,,0.6881899999999996,0.04701306112616755,14.638272503743686,2.992451097129807e-30,4.382789914565502e-28,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,1.0,2.5128600000000003,3.20105,3.042878571428571,0.6881899999999996,-0.15817142857142885,non_monotonic,0.15
GOLPH3L,,-0.642861224489792,0.04223607199637341,-15.220667881828385,3.686484427905018e-30,5.358065916588667e-28,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,6.98015,6.337288775510208,6.097218367346937,-0.642861224489792,-0.2400704081632714,monotonic_down,0.15
LRRN4CL,,1.2191642244897958,0.083341746318921,14.628493862181168,5.754717384804221e-30,8.300743864141846e-28,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,3.562747,4.781911224489796,3.7335698979591823,1.2191642244897958,-1.0483413265306134,adjacent_specific,0.15
GCN1L1,,0.6881607755102044,0.04403706681235044,15.626853133578958,6.427131517897877e-30,9.200946172990643e-28,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,1.0,6.479677999999999,7.167838775510203,7.555776530612244,0.6881607755102044,0.3879377551020404,monotonic_up,0.15
C3,,3.3180855102040834,0.1975531276687267,16.795914847615677,9.575186937776564e-30,1.3605340245915356e-27,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,5.0448900000000005,8.362975510204084,7.079974489795919,3.3180855102040834,-1.2830010204081645,adjacent_specific,0.15
EFEMP1,,2.3045157142857136,0.152478855755594,15.113673977063327,1.0446863995050117e-29,1.473394744190772e-27,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,5.94717,8.251685714285713,6.248680102040817,2.3045157142857136,-2.0030056122448965,adjacent_specific,0.15
FBLN1,,1.2684637551020392,0.08520788369035998,14.886694753639883,1.0918174811572321e-29,1.5285444736201251e-27,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,3.3387990000000007,4.60726275510204,3.515976020408164,1.2684637551020392,-1.0912867346938762,adjacent_specific,0.15
C16orf89,,1.1895290612244915,0.08285006439315094,14.357611788685922,1.1424482073018971e-29,1.587752837009352e-27,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,4.209873999999999,5.399403061224491,3.496910204081633,1.1895290612244915,-1.9024928571428577,adjacent_specific,0.15
FOXF1,,1.4094191020408173,0.09650122191690863,14.60519435965674,1.1988953330934994e-29,1.6541280537753787e-27,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,6.413685999999999,7.823105102040817,6.72864081632653,1.4094191020408173,-1.0944642857142863,adjacent_specific,0.15
LRRC32,,1.0825382448979584,0.0734415376592262,14.74013588769084,1.292347727684874e-29,1.7702374629582732e-27,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,1.0,4.389524,5.472062244897958,5.766072448979591,1.0825382448979584,0.2940102040816326,monotonic_up,0.15
RASIP1,,0.9538218367346931,0.0666120322020807,14.319062265524147,1.3253439435790743e-29,1.802467763267541e-27,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,2.6660199999999996,3.6198418367346927,3.4582510204081642,0.9538218367346931,-0.1615908163265285,non_monotonic,0.15
AKAP12,,2.0145168571428567,0.13909065141118962,14.483481360565344,1.4087058799353032e-29,1.902252479004835e-27,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,4.417550999999999,6.432067857142855,4.8703596938775515,2.0145168571428567,-1.5617081632653038,adjacent_specific,0.15
DBN1,,1.3309844897959184,0.09249156908350041,14.390333118841564,1.4456128218399085e-29,1.938342825903652e-27,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,3.30469,4.635674489795918,4.716150000000001,1.3309844897959184,0.08047551020408239,field_shift_then_plateau,0.15
CRADD,,-0.6304263877551017,0.04059874682288881,-15.528222841589761,1.6938752201727158e-29,2.255341551894301e-27,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,5.804256999999999,5.173830612244897,4.503163775510204,-0.6304263877551017,-0.6706668367346929,monotonic_down,0.15
NIPSNAP3A,,-1.0213513061224457,0.0627842648360666,-16.267631846757368,1.7084711775740876e-29,2.258978557014627e-27,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,9.587435999999999,8.566084693877553,8.044808163265303,-1.0213513061224457,-0.5212765306122495,monotonic_down,0.15
DCN,,1.7107322244897922,0.11928820479114095,14.341168328294277,1.9284309959281668e-29,2.5322293905153307e-27,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,7.980704000000003,9.691436224489795,7.978133163265306,1.7107322244897922,-1.7133030612244893,adjacent_specific,0.15
MN1,,1.2929145306122445,0.08896154648727018,14.533408890292304,2.3065845202821607e-29,3.0080389908337222e-27,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,3.0802620000000003,4.373176530612245,3.8090122448979575,1.2929145306122445,-0.5641642857142872,adjacent_specific,0.15
MMRN1,,1.4009731632653044,0.09501932808537354,14.744086192722282,2.7615689763213187e-29,3.576889340759041e-27,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,2.7175100000000003,4.118483163265305,2.552631122448978,1.4009731632653044,-1.5658520408163268,adjacent_specific,0.15
TMEM47,,1.4411983673469404,0.10168086869488306,14.17374168656632,3.2412119506253926e-29,4.08693215496076e-27,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,5.844169999999999,7.28536836734694,6.158229081632655,1.4411983673469404,-1.1271392857142848,adjacent_specific,0.15
