gene_symbol,entrez_id,comparison,log2_fold_change,standard_error,moderated_statistic,p_value,adjusted_p_value,average_expression,confidence_interval_lower,confidence_interval_upper,direction,mapping_status,analysis_provenance_x,adjacent_direction_consistency,healthy,adjacent_normal,tumor,healthy_to_adjacent,adjacent_to_tumor,trajectory_category,rule_tolerance,analysis_provenance_y,deposited_log2fc,deposited_adjusted_p_value,deposited_sign_agreement,outlier_sensitivity_status,analysis_provenance,candidate_rule
PECAM1,5175,adjacent_vs_healthy,1.40586005873678,0.0925865110537682,15.3048823770442,2.32078834229046e-32,7.4216961038192e-30,6.71191208395824,1.22434784005244,1.58737227742112,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,5.7810047477676685,7.186864806504453,6.712709036545833,1.4058600587367849,-0.4741557699586201,non_monotonic,0.15,raw_cel_rma,1.4083070816326515,4.126996994170175e-32,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ZFP36,7538,adjacent_vs_healthy,1.13367516393632,0.0745949797148223,15.3043584401299,2.32806043278266e-32,7.4216961038192e-30,10.203207512486,0.98730004101603,1.2800502868566,up,mapped_unique,raw_cel_rma_limma,1.0,9.45253071474436,10.586205878680676,9.981575423785554,1.1336751639363172,-0.6046304548951227,adjacent_specific,0.15,raw_cel_rma,1.1319671428571445,2.61152269792739e-38,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
NSMCE2,286053,adjacent_vs_healthy,-0.695184401557313,0.046168023917529,-15.0997703506008,7.91334351153531e-32,2.47996138183539e-29,7.17555485913445,-0.786159690940407,-0.604209112174218,down,mapped_unique,raw_cel_rma_limma,0.9591836734693877,7.635879665571057,6.940695264013739,7.62440630870137,-0.6951844015573183,0.6837110446876311,adjacent_specific,0.15,raw_cel_rma,-0.6959923265306127,2.22179510193132e-28,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
LYVE1,10894,adjacent_vs_healthy,2.1070715874114,0.141243391607114,15.0511294963105,1.05907474693058e-31,3.2637153451244e-29,5.14860460528136,1.83043859945558,2.38370457536723,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,3.753381527130561,5.860453114541963,3.4329160699041323,2.107071587411402,-2.427537044637831,adjacent_specific,0.15,raw_cel_rma,2.106905714285716,1.305504135030478e-37,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ADH1B,125,adjacent_vs_healthy,2.25485425088552,0.151228236965349,15.0447230850245,1.1005330609200602e-31,3.33587808137901e-29,7.9358120913424,1.95869312952673,2.55101537224431,up,mapped_unique,raw_cel_rma_limma,0.9591836734693877,6.442732925215502,8.697587176101026,3.669165540240055,2.254854250885524,-5.028421635860971,adjacent_specific,0.15,raw_cel_rma,2.25006812244898,1.019706312447499e-31,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SRPX,8406,adjacent_vs_healthy,2.16880664596356,0.14552156603719,15.0373001064386,1.15060883333362e-31,3.43141247231268e-29,6.92275206179138,1.88380672655097,2.45380656537616,up,mapped_unique,raw_cel_rma_limma,0.9795918367346939,5.486650363788483,7.655457009752046,4.635929882515591,2.1688066459635627,-3.0195271272364543,adjacent_specific,0.15,raw_cel_rma,2.1675328571428576,1.7656479910522647e-36,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
PDCD10,11235,adjacent_vs_healthy,-0.701222358271167,0.0469582191182694,-14.9780076031218,1.6419505490103702e-31,4.8189945478098e-29,9.33046999064159,-0.793733805991677,-0.608710910550657,down,mapped_unique,raw_cel_rma_limma,1.0,9.794792903550885,9.093570545279713,8.865381049290402,-0.7012223582711723,-0.2281894959893105,monotonic_down,0.15,raw_cel_rma,-0.6993348979591829,2.383269092244763e-23,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
CRADD,8738,adjacent_vs_healthy,-0.631310656722038,0.0422983183453299,-14.9475107196882,1.97170595818605e-31,5.69638174482188e-29,5.38581227920305,-0.714768664966303,-0.547852648477773,down,mapped_unique,raw_cel_rma_limma,1.0,5.803842308654122,5.172531651932087,4.502733597672143,-0.631310656722035,-0.6697980542599442,monotonic_down,0.15,raw_cel_rma,-0.6304263877551017,2.2553415518943248e-27,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
CRLS1,54675,adjacent_vs_healthy,-0.687359147053126,0.0461680016125747,-14.929808827671,2.19276970608346e-31,6.18132138820896e-29,8.4150413540563,-0.778334393079805,-0.596383901026447,down,mapped_unique,raw_cel_rma_limma,1.0,8.870184573050942,8.182825425997814,8.874949372358774,-0.6873591470531277,0.6921239463609599,adjacent_specific,0.15,raw_cel_rma,-0.6871242040816323,2.918745061433126e-28,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
VEGFC,7424,adjacent_vs_healthy,1.65707133417181,0.112276321291599,14.8842001724458,2.8837151534969904e-31,7.9581930131581e-29,4.23403357115296,1.43707802552476,1.87706464281886,up,mapped_unique,raw_cel_rma_limma,0.9795918367346939,3.136783633660814,4.79385496783263,4.360469599912154,1.6570713341718157,-0.4333853679204758,non_monotonic,0.15,raw_cel_rma,1.6534797551020413,4.39426742835647e-37,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
PCOLCE2,26577,adjacent_vs_healthy,3.01727184336496,0.206224176814915,14.7673293664319,5.82265985932659e-31,1.5380140114135499e-28,4.51433398201983,2.61352768875518,3.42101599797475,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,2.5164107343862736,5.533682577751238,2.7375711444967714,3.017271843364964,-2.7961114332544663,adjacent_specific,0.15,raw_cel_rma,3.0197264081632653,2.9853101550733298e-36,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
THBD,7056,adjacent_vs_healthy,1.24452648273955,0.0849173783136305,14.7673841848411,5.820739559416261e-31,1.5380140114135499e-28,3.98535473653214,1.07799577105229,1.41105719442681,up,mapped_unique,raw_cel_rma_limma,1.0,3.1612763898532497,4.4058028725928,4.174486647906037,1.2445264827395506,-0.23131622468676305,non_monotonic,0.15,raw_cel_rma,1.239650979591837,1.0792522690115532e-36,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
HEG1,57493,adjacent_vs_healthy,1.37890470353074,0.0941479156711521,14.7633019359618,5.965492422787181e-31,1.55354866052585e-28,6.0141540033679,1.19434175485074,1.56346765221075,up,mapped_unique,raw_cel_rma_limma,0.9795918367346939,5.10109548346241,6.4800001869931565,6.281708759116952,1.378904703530747,-0.1982914278762049,non_monotonic,0.15,raw_cel_rma,1.373328,7.241692809620498e-36,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
COX16,51241,adjacent_vs_healthy,-0.596829506971936,0.0406107497611863,-14.7082657165155,8.30861992389145e-31,2.1336997554549e-28,8.74211041155256,-0.677012559981032,-0.51664645396284,down,mapped_unique,raw_cel_rma_limma,1.0,9.137308328331276,8.540478821359343,8.744805318078923,-0.5968295069719325,0.20432649671957925,non_monotonic,0.15,raw_cel_rma,-0.4407203673469375,2.1420224735177986e-21,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
LMNA,4000,adjacent_vs_healthy,0.620431081705711,0.0423276708284734,14.6798927140645,9.857028591290499e-31,2.4966638171638498e-28,8.63503243833756,0.536916091610903,0.703946071800518,up,mapped_unique,raw_cel_rma_limma,1.0,8.224206451802694,8.844637533508406,8.22390151468931,0.6204310817057124,-0.6207360188190965,adjacent_specific,0.15,raw_cel_rma,0.6210527346938779,7.923240128664257e-33,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
PPP1CC,5501,adjacent_vs_healthy,-0.550740070883796,0.0376087779174974,-14.6346114275942,1.2949357062403698e-30,3.23558935248439e-28,10.4354191147314,-0.625103472827716,-0.476376668939876,down,mapped_unique,raw_cel_rma_limma,1.0,10.800098350857134,10.249358279973325,10.147232735287476,-0.5507400708838084,-0.10212554468584933,field_shift_then_plateau,0.15,raw_cel_rma,-0.5492275510204081,2.383269092244763e-23,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
CCDC3,83643,adjacent_vs_healthy,1.47400028685605,0.101669384709105,14.6173723244673,1.4367513274822398e-30,3.54207093935288e-28,5.49135397620618,1.2747394142295,1.67326115948261,up,mapped_unique,raw_cel_rma_limma,1.0,4.515326759233931,5.98932704608998,6.106824906942758,1.4740002868560493,0.11749786085277769,field_shift_then_plateau,0.15,raw_cel_rma,1.4724430612244896,1.710832521209468e-29,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
NDUFB3,4709,adjacent_vs_healthy,-0.703697160999656,0.0483673663112763,-14.5984537156709,1.61036232664405e-30,3.91784202890111e-28,8.35456704501406,-0.798948855562759,-0.608445466436554,down,mapped_unique,raw_cel_rma_limma,1.0,8.820528678648968,8.116831517649311,7.676588564620435,-0.7036971609996563,-0.4402429530288767,monotonic_down,0.15,raw_cel_rma,-0.7040305306122452,5.1914944294288495e-22,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SOX18,54345,adjacent_vs_healthy,1.39581579919414,0.0965586129199843,14.5724419882038,1.88390864656093e-30,4.40930011074831e-28,4.74507778749128,1.20654241658226,1.58508918180603,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,3.820821379916782,5.216637179110926,4.953906124781485,1.3958157991941436,-0.262731054329441,non_monotonic,0.15,raw_cel_rma,1.39556718367347,6.0766588826798234e-33,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
COL14A1,7373,adjacent_vs_healthy,0.967366238551714,0.0668051004493331,14.5725923356329,1.88220077579468e-30,4.40930011074831e-28,4.36890861842108,0.836192203075524,1.0985402740279,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,3.7283552982989985,4.695721536850711,3.918207943974817,0.9673662385517128,-0.777513592875894,adjacent_specific,0.15,raw_cel_rma,0.9715012653061228,4.951115159653415e-30,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SEMA3G,56920,adjacent_vs_healthy,0.874794876609173,0.0603564902130784,14.5753549591509,1.8510935027037597e-30,4.40930011074831e-28,3.36343654346365,0.756195922318586,0.99339383089976,up,mapped_unique,raw_cel_rma_limma,0.9693877551020408,2.784180476519738,3.6589753531289086,2.9452604040751074,0.8747948766091707,-0.7137149490538013,adjacent_specific,0.15,raw_cel_rma,0.8739566938775516,1.5018666883237523e-32,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SNX7,51375,adjacent_vs_healthy,-0.571651818560919,0.0395780634920273,-14.4487047201164,3.97637991661886e-30,9.07694625410897e-28,7.34336215771229,-0.649831958366864,-0.493471678754973,down,mapped_unique,raw_cel_rma_limma,1.0,7.721888361894519,7.1502365433335955,6.9331955972187105,-0.5716518185609232,-0.217040946114885,monotonic_down,0.15,raw_cel_rma,-0.5689473469387734,3.427032025988085e-24,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
RGS1,5996,adjacent_vs_healthy,1.18816857258296,0.0829466371180543,14.432216370672,4.3929509499001494e-30,9.905568666299229e-28,3.91471096623435,1.02548683637443,1.35085030879149,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,3.1279506951996825,4.3161192677826445,4.0452939191120425,1.188168572582962,-0.27082534867060204,non_monotonic,0.15,raw_cel_rma,1.1874663469387765,3.168576984332222e-32,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SASH1,23328,adjacent_vs_healthy,1.16645594542129,0.0814820580510186,14.4220402293262,4.671590557609449e-30,1.04069529409878e-27,5.47404014883586,1.00663436997348,1.32627752086909,up,mapped_unique,raw_cel_rma_limma,0.9795918367346939,4.701657157948788,5.868113103370077,5.088516164339989,1.1664559454212888,-0.7795969390300881,adjacent_specific,0.15,raw_cel_rma,1.1662964897959185,1.559621382426823e-25,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
DUSP1,1843,adjacent_vs_healthy,1.55430900797031,0.108942962178541,14.3873022921891,5.76319291377682e-30,1.2685885354254e-27,5.59817442254554,1.34083167701099,1.76778633892964,up,mapped_unique,raw_cel_rma_limma,1.0,4.568969809159796,6.123278817130111,4.88642057408757,1.554309007970315,-1.2368582430425414,adjacent_specific,0.15,raw_cel_rma,1.5541114897959185,3.022283204862709e-34,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ZNHIT3,9326,adjacent_vs_healthy,-0.609403911136729,0.0424348627476881,-14.3831422175888,5.9099970663277094e-30,1.2855981853694e-27,7.90728691669384,-0.693126997839604,-0.525680824433854,down,mapped_unique,raw_cel_rma_limma,0.9897959183673469,8.310811128122214,7.701407216985487,8.220419076598693,-0.6094039111367273,0.5190118596132063,adjacent_specific,0.15,raw_cel_rma,-0.6091949795918339,5.200781563313405e-26,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ATF1,466,adjacent_vs_healthy,-0.597604413292717,0.0416779824776639,-14.3565816503576,6.93979356664112e-30,1.49205561682784e-27,6.0765732725849,-0.679858317275248,-0.515350509310185,down,mapped_unique,raw_cel_rma_limma,1.0,6.472284303008455,5.874679889715741,6.070455270221387,-0.5976044132927143,0.1957753805056468,non_monotonic,0.15,raw_cel_rma,-0.5976130612244903,6.014033660928449e-27,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
PMP22,5376,adjacent_vs_healthy,1.71533756160731,0.12074276184689,14.3294369447567,8.1782955398309e-30,1.73812281070659e-27,6.89301198825922,1.47879230645546,1.95188281675915,up,mapped_unique,raw_cel_rma_limma,0.9795918367346939,5.757180359627353,7.472517921234657,6.314090774721157,1.7153375616073046,-1.1584271465135005,adjacent_specific,0.15,raw_cel_rma,1.7137147142857136,4.63074792767123e-35,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
NUDT16L1,84309,adjacent_vs_healthy,-0.604110588133071,0.0423677268509208,-14.2804402038821,1.10013938527393e-29,2.31154286746762e-27,6.71141264122651,-0.687703339839463,-0.520517836426679,down,mapped_unique,raw_cel_rma_limma,1.0,7.111431814449762,6.507321226316693,6.428348388693761,-0.6041105881330697,-0.07897283762293128,field_shift_then_plateau,0.15,raw_cel_rma,-0.6034611224489783,3.366179313231773e-32,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
TMTC1,83857,adjacent_vs_healthy,1.78045240999,0.125880510279907,14.2674823424312,1.18992322392613e-29,2.47209892251619e-27,5.1276787450157,1.53386165225152,2.02704316772848,up,mapped_unique,raw_cel_rma_limma,0.9795918367346939,3.9487305275898934,5.729182937579889,4.32025844025125,1.7804524099899957,-1.4089244973286394,adjacent_specific,0.15,raw_cel_rma,1.7763074285714304,2.829551530276214e-32,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
TMEM100,55273,adjacent_vs_healthy,1.72980980856974,0.122469155605948,14.2470339861445,1.34677777090612e-29,2.76688010933935e-27,6.16469441438732,1.48988913937902,1.96973047776045,up,mapped_unique,raw_cel_rma_limma,0.9795918367346939,5.019279811415464,6.749089619985205,3.3212995259242843,1.7298098085697413,-3.4277900940609207,adjacent_specific,0.15,raw_cel_rma,1.7302326122448983,1.6857768605182e-30,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
CCDC80,151887,adjacent_vs_healthy,2.40108385416311,0.170551615496781,14.207233274558,1.7139717552685e-29,3.48256458845215e-27,4.60218191470936,2.06712605905842,2.7350416492678,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,3.0122750383040557,5.41335889246717,3.5551043433678893,2.4010838541631143,-1.8582545490992808,adjacent_specific,0.15,raw_cel_rma,2.4014384489795906,1.580383880221478e-34,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ITPRIPL2,162073,adjacent_vs_healthy,0.533441206829927,0.0376317635142979,14.1664526233434,2.19451377003308e-29,4.41049560955561e-27,8.57273909378791,0.459033277967762,0.607849135692093,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,8.219514510887011,8.75295571771694,8.808376048785787,0.533441206829929,0.055420331068846806,field_shift_then_plateau,0.15,raw_cel_rma,0.5325358367346951,1.036286403307466e-19,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
TSHZ2,128553,adjacent_vs_healthy,0.7240812219013,0.0513548675121113,14.1573786802381,2.3186093710662398e-29,4.60979433021665e-27,3.2289907863915,0.62301682117984,0.825145622622761,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,2.7495315989163123,3.4736128208176114,3.264142561162661,0.7240812219012991,-0.20947025965495047,non_monotonic,0.15,raw_cel_rma,0.7375343673469397,8.586193937062409e-34,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
UCHL1,7345,adjacent_vs_healthy,2.05092864618413,0.146569404842327,14.1184783944297,2.93541082889693e-29,5.77401555598981e-27,4.48802819620579,1.76387938951535,2.33797790285291,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,3.1299808494081884,5.180909495592314,3.5271903202617443,2.050928646184125,-1.6537191753305693,adjacent_specific,0.15,raw_cel_rma,2.0420419183673464,3.022283204862709e-34,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
